Unidade Geográfica;Tema;Nome Indicador + Unidade de Medida ;Ano;Abrangência Geografica;Botao;Redefinir;Nome Curto Indicador;Rede Grupo;regiao_metropolitana;regiao_planejamento;TipoRede;Fonte;regionalizado;Unidade Medida;Valor;valor_adicional1;valor_adicional2
Pereiro;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;Pereiro;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;37;;
Potiretama;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;Potiretama;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Quixeré;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;Quixeré;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;19;;
Russas;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;Russas;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;92;;
São João do Jaguaribe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;São João do Jaguaribe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Tabuleiro do Norte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;Tabuleiro do Norte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;4;;
Alto Santo;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;Alto Santo;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Ererê;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;Ererê;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Iracema;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;Iracema;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;3;;
Jaguaretama;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;Jaguaretama;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Jaguaribara;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;Jaguaribara;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Jaguaribe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;Jaguaribe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;108;;
Limoeiro do Norte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;Limoeiro do Norte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Morada Nova;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;Morada Nova;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;3;;
Palhano;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;Palhano;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Pereiro;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;Pereiro;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;14;;
Potiretama;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;Potiretama;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;52;;
Quixeré;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;Quixeré;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Russas;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;Russas;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;370;;
São João do Jaguaribe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;São João do Jaguaribe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;3;;
Tabuleiro do Norte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;Tabuleiro do Norte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Alto Santo;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2008;Alto Santo;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Ererê;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2008;Ererê;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Iracema;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2008;Iracema;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Jaguaretama;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2008;Jaguaretama;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;4;;
Jaguaribara;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2008;Jaguaribara;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;3;;
Jaguaribe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2008;Jaguaribe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;55;;
Limoeiro do Norte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2008;Limoeiro do Norte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;28;;
Morada Nova;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2008;Morada Nova;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;48;;
Palhano;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2008;Palhano;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Pereiro;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2008;Pereiro;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;162;;
Potiretama;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2008;Potiretama;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Quixeré;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2008;Quixeré;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;9;;
Russas;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2008;Russas;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;543;;
São João do Jaguaribe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2008;São João do Jaguaribe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Tabuleiro do Norte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2008;Tabuleiro do Norte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;24;;
Alto Santo;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Alto Santo;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;5;;
Ererê;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Ererê;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Iracema;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Iracema;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Jaguaretama;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Jaguaretama;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Jaguaribara;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Jaguaribara;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Jaguaribe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Jaguaribe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Limoeiro do Norte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Limoeiro do Norte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Morada Nova;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Morada Nova;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;52;;
Palhano;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Palhano;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Pereiro;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Pereiro;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Potiretama;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Potiretama;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Quixeré;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Quixeré;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Russas;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Russas;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;7;;
São João do Jaguaribe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;São João do Jaguaribe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Tabuleiro do Norte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Tabuleiro do Norte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Alto Santo;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Alto Santo;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Ererê;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Ererê;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;31;;
Iracema;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Iracema;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Jaguaretama;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Jaguaretama;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Jaguaribara;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Jaguaribara;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Jaguaribe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Jaguaribe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;9;;
Limoeiro do Norte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Limoeiro do Norte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;3;;
Morada Nova;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Morada Nova;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;6;;
Palhano;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Palhano;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Pereiro;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Pereiro;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;5;;
Potiretama;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Potiretama;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Quixeré;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Quixeré;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Russas;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Russas;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;13;;
São João do Jaguaribe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;São João do Jaguaribe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Tabuleiro do Norte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Tabuleiro do Norte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;16;;
Alto Santo;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2011;Alto Santo;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Ererê;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2011;Ererê;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Iracema;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2011;Iracema;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;12;;
Jaguaretama;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2011;Jaguaretama;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;8;;
Jaguaribara;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2011;Jaguaribara;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;27;;
Jaguaribe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2011;Jaguaribe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;25;;
Limoeiro do Norte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2011;Limoeiro do Norte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;293;;
Morada Nova;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2011;Morada Nova;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;52;;
Palhano;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2011;Palhano;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Pereiro;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2011;Pereiro;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;45;;
Potiretama;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2011;Potiretama;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;8;;
Quixeré;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2011;Quixeré;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;92;;
Russas;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2011;Russas;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;86;;
São João do Jaguaribe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2011;São João do Jaguaribe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Tabuleiro do Norte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2011;Tabuleiro do Norte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;50;;
Alto Santo;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2012;Alto Santo;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Ererê;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2012;Ererê;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;7;;
Iracema;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2012;Iracema;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;6;;
Jaguaretama;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2012;Jaguaretama;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;3;;
Jaguaribara;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2012;Jaguaribara;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;10;;
Jaguaribe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2012;Jaguaribe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;36;;
Limoeiro do Norte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2012;Limoeiro do Norte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;359;;
Morada Nova;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2012;Morada Nova;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;25;;
Palhano;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2012;Palhano;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;26;;
